"MarkettypeID","TradingMonth","Portfolios","RiskPremium1","RiskPremium2","SMB1","SMB2","HML1","HML2","RMW1","RMW2","CMA1","CMA2"
"P9713","2000-09","1","-0.050650","-0.052650","0.028960","0.026251","-0.037631","-0.037356","-0.005894","-0.001833","0.014045","0.008898"
"P9714","2000-09","1","-0.047650","-0.049650","0.029427","0.028212","-0.035105","-0.034215","-0.006563","-0.003220","0.015402","0.011688"
"P9714","2000-09","3","-0.047650","-0.049650","0.032589","0.033033","-0.022661","-0.022144","0.002278","0.004353","0.003751","0.006154"
"P9714","2000-09","2","-0.047650","-0.049650","0.031069","0.029962","-0.021478","-0.022542","0.002909","0.005848","-0.000482","-0.001468"
"P9709","2000-10","3","0.023350","0.023350","0.030416","0.029911","0.014898","0.014927","-0.003680","-0.001867","0.002781","-0.000590"
"P9709","2000-10","2","0.023350","0.023350","0.033608","0.033131","0.015404","0.013244","-0.002154","0.000135","0.007100","0.005047"
"P9709","2000-10","1","0.023350","0.023350","0.033365","0.032586","0.015506","0.013666","-0.001651","0.000834","0.008331","0.007023"
"P9713","2000-10","2","0.028350","0.030350","0.032280","0.033813","0.022667","0.023106","-0.002861","-0.003583","0.006596","0.007774"
"P9713","2000-10","1","0.028350","0.030350","0.031999","0.033086","0.025382","0.026887","-0.003583","-0.005773","0.008535","0.011711"
"P9713","2000-10","3","0.028350","0.030350","0.030234","0.030988","0.022496","0.024387","-0.002968","-0.002402","0.001083","-0.000019"
"P9714","2000-10","1","0.023350","0.023350","0.033675","0.032942","0.015506","0.013666","-0.001378","0.001332","0.008696","0.007659"
"P9714","2000-10","3","0.023350","0.023350","0.031435","0.031093","0.014978","0.015140","-0.003305","-0.001433","0.002523","-0.000561"
"P9714","2000-10","2","0.023350","0.023350","0.033888","0.033436","0.015404","0.013244","-0.001976","0.000310","0.007100","0.005047"
"P9709","2000-11","3","0.052350","0.054350","0.015099","0.012126","0.011250","0.014528","0.005287","0.000972","0.002158","0.002644"
"P9709","2000-11","2","0.052350","0.054350","0.013256","0.011152","0.010128","0.013195","0.007191","0.000326","0.001845","0.004790"
"P9709","2000-11","1","0.052350","0.054350","0.013289","0.011751","0.022524","0.025255","0.008374","0.004516","-0.001382","0.001822"
"P9713","2000-11","1","0.052350","0.054350","0.013939","0.012541","0.019417","0.020329","0.007790","0.004934","-0.000491","0.001827"
"P9713","2000-11","2","0.052350","0.054350","0.014004","0.012009","0.008427","0.010816","0.007097","0.001085","0.001627","0.004430"
"P9713","2000-11","3","0.052350","0.054350","0.015570","0.013347","0.009712","0.012290","0.006289","0.002381","0.003659","0.003855"
"P9714","2000-11","3","0.052350","0.054350","0.014465","0.011480","0.011534","0.014787","0.005038","0.000746","0.002511","0.002830"
"P9714","2000-11","2","0.052350","0.054350","0.013082","0.010976","0.010128","0.013195","0.007180","0.000349","0.001845","0.004790"
"P9714","2000-11","1","0.052350","0.054350","0.013135","0.011579","0.022524","0.025255","0.008237","0.004278","-0.001507","0.001590"
"P9709","2000-12","3","-0.004650","-0.002650","0.026361","0.031290","0.003678","0.006077","0.016502","0.013634","-0.007719","-0.009976"
"P9709","2000-12","2","-0.004650","-0.002650","0.022700","0.028074","0.005917","0.007062","0.014106","0.012363","-0.010490","-0.008338"
"P9709","2000-12","1","-0.004650","-0.002650","0.022845","0.027662","0.009661","0.013365","0.026430","0.020236","-0.011866","-0.004982"
"P9713","2000-12","1","0.008350","0.013350","0.027659","0.038319","0.040709","0.048780","0.009067","-0.004230","-0.000413","0.017194"
"P9713","2000-12","3","0.008350","0.013350","0.032161","0.040497","0.027162","0.031859","0.006166","0.001772","-0.005663","-0.004248"
"P9713","2000-12","2","0.008350","0.013350","0.027645","0.039467","0.027771","0.033810","0.003019","-0.003981","-0.003823","0.005394"
"P9714","2000-12","1","-0.004650","-0.002650","0.022717","0.027524","0.009661","0.013365","0.025620","0.019360","-0.011784","-0.004883"
"P9714","2000-12","3","-0.004650","-0.002650","0.026269","0.031371","0.004252","0.006705","0.015924","0.013189","-0.007203","-0.009418"
"P9714","2000-12","2","-0.004650","-0.002650","0.022544","0.027934","0.005917","0.007062","0.013506","0.011816","-0.010490","-0.008338"
"P9709","2001-01","3","-0.009650","-0.009650","-0.010122","-0.006652","0.019855","0.019038","0.002116","0.005299","0.003970","0.001613"
"P9709","2001-01","2","-0.009650","-0.009650","-0.010042","-0.009886","0.020472","0.020257","0.000779","0.004213","0.008129","0.008089"
"P9709","2001-01","1","-0.009650","-0.009650","-0.009832","-0.009668","0.028318","0.025946","0.001501","0.004197","0.006975","0.007433"
"P9713","2001-01","3","-0.010650","-0.010650","-0.008387","-0.004690","0.015140","0.014217","0.002846","0.006776","0.006167","0.004475"
"P9713","2001-01","2","-0.010650","-0.010650","-0.009381","-0.009843","0.015022","0.014527","0.000773","0.004480","0.009770","0.009437"
"P9713","2001-01","1","-0.010650","-0.010650","-0.008874","-0.009164","0.020190","0.017852","0.002180","0.004956","0.008683","0.008234"
"P9714","2001-01","1","-0.009650","-0.009650","-0.009605","-0.009486","0.028318","0.025946","0.001980","0.004588","0.006990","0.007481"
"P9714","2001-01","2","-0.009650","-0.009650","-0.009828","-0.009724","0.020472","0.020257","0.001059","0.004493","0.008129","0.008089"
"P9714","2001-01","3","-0.009650","-0.009650","-0.009404","-0.005908","0.020264","0.019543","0.002311","0.005535","0.003982","0.001842"
"P9709","2001-02","3","-0.059650","-0.058650","-0.008177","-0.009445","0.017845","0.022055","0.018406","0.017573","-0.005567","-0.007661"
"P9709","2001-02","2","-0.059650","-0.058650","-0.010832","-0.011713","0.017791","0.021181","0.016864","0.017188","-0.010048","-0.009967"
"P9709","2001-02","1","-0.059650","-0.058650","-0.011666","-0.012434","0.026054","0.030485","0.022399","0.023719","-0.010714","-0.010817"
"P9713","2001-02","3","-0.051650","-0.049650","-0.005932","-0.005085","0.030660","0.036794","0.014680","0.012657","-0.005227","-0.004846"
"P9713","2001-02","2","-0.051650","-0.049650","-0.010057","-0.007791","0.029318","0.035529","0.012293","0.009052","-0.007450","-0.003450"
"P9713","2001-02","1","-0.051650","-0.049650","-0.010893","-0.008892","0.043132","0.049966","0.015389","0.011351","-0.005021","0.000479"
"P9714","2001-02","3","-0.059650","-0.058650","-0.007598","-0.008761","0.017766","0.022146","0.018613","0.017803","-0.005880","-0.007934"
"P9714","2001-02","2","-0.059650","-0.058650","-0.010709","-0.011600","0.017791","0.021181","0.016976","0.017252","-0.010048","-0.009967"
"P9714","2001-02","1","-0.059650","-0.058650","-0.011438","-0.012211","0.026054","0.030485","0.023122","0.024336","-0.010507","-0.010469"
"P9709","2001-03","3","0.073350","0.070350","0.026396","0.029286","-0.006576","-0.006437","0.001589","0.003144","0.005711","0.007729"
"P9709","2001-03","2","0.073350","0.070350","0.027631","0.030516","-0.003750","-0.003744","-0.001607","0.000732","0.003328","0.004940"
"P9709","2001-03","1","0.073350","0.070350","0.027166","0.029752","0.005214","0.005013","-0.009636","-0.005537","0.001979","0.003369"
"P9713","2001-03","1","0.147350","0.152350","0.043880","0.067141","0.140446","0.143435","-0.062243","-0.071307","0.059779","0.092367"
"P9713","2001-03","2","0.147350","0.152350","0.045134","0.070388","0.090367","0.098351","-0.042789","-0.050686","0.044731","0.066293"
"P9713","2001-03","3","0.147350","0.152350","0.049867","0.072023","0.093586","0.096993","-0.024563","-0.020816","0.035842","0.057418"
"P9714","2001-03","2","0.073350","0.070350","0.027561","0.030444","-0.003750","-0.003744","-0.001192","0.001330","0.003328","0.004940"
"P9714","2001-03","1","0.073350","0.070350","0.026992","0.029584","0.005214","0.005013","-0.010319","-0.006177","0.002102","0.003583"
"P9714","2001-03","3","0.073350","0.070350","0.025803","0.028601","-0.006523","-0.006549","0.001073","0.002598","0.006141","0.008049"
"P9709","2001-04","3","-0.006650","-0.006650","0.024774","0.029055","-0.021863","-0.017234","-0.017925","-0.021759","0.007137","0.007262"
"P9709","2001-04","2","-0.006650","-0.006650","0.030753","0.035269","-0.017946","-0.012505","-0.016097","-0.019531","0.010838","0.011956"
"P9709","2001-04","1","-0.006650","-0.006650","0.031224","0.035602","-0.023871","-0.014138","-0.021784","-0.026393","0.011067","0.010758"
"P9713","2001-04","2","0.005350","0.007350","0.036092","0.044157","-0.001880","0.005478","-0.023253","-0.030900","0.015002","0.021224"
"P9713","2001-04","3","0.005350","0.007350","0.031000","0.037899","-0.004450","0.000945","-0.024050","-0.028972","0.009105","0.013253"
"P9713","2001-04","1","0.005350","0.007350","0.036411","0.043782","-0.001109","0.009560","-0.030825","-0.041280","0.016804","0.023566"
"P9714","2001-04","1","-0.006650","-0.006650","0.031187","0.035584","-0.023871","-0.014138","-0.021105","-0.025755","0.010940","0.010524"
"P9714","2001-04","3","-0.006650","-0.006650","0.024363","0.028662","-0.022115","-0.017396","-0.017748","-0.021544","0.007371","0.007526"
"P9714","2001-04","2","-0.006650","-0.006650","0.030680","0.035231","-0.017946","-0.012505","-0.016056","-0.019555","0.010838","0.011956"
"P9709","2001-05","3","0.034350","0.035350","0.065006","0.065140","0.004730","0.005019","-0.012123","-0.013104","-0.001537","0.000533"
"P9709","2001-05","2","0.034350","0.035350","0.066679","0.067645","0.005058","0.006506","-0.013229","-0.016285","0.001846","0.004421"
"P9709","2001-05","1","0.034350","0.035350","0.067041","0.067474","-0.000836","0.002223","-0.017507","-0.025102","0.008354","0.013172"
"P9713","2001-05","1","0.054350","0.057350","0.072761","0.081202","0.028893","0.038993","-0.040012","-0.059892","0.020094","0.040508"
"P9713","2001-05","3","0.054350","0.057350","0.070935","0.077217","0.026886","0.029781","-0.025167","-0.030073","0.000517","0.007714"
"P9713","2001-05","2","0.054350","0.057350","0.072811","0.082793","0.026189","0.033940","-0.028763","-0.040489","0.009398","0.021160"
"P9714","2001-05","3","0.034350","0.035350","0.064621","0.064945","0.004765","0.005221","-0.012576","-0.013305","-0.001228","0.000493"
"P9714","2001-05","2","0.034350","0.035350","0.066559","0.067606","0.005058","0.006506","-0.013963","-0.016785","0.001846","0.004421"
"P9714","2001-05","1","0.034350","0.035350","0.066947","0.067416","-0.000836","0.002223","-0.017681","-0.025224","0.008376","0.013185"
"P9709","2001-06","3","0.004350","0.006350","-0.001651","-0.000687","0.008992","0.005319","0.000593","0.002352","0.004830","0.002844"
"P9709","2001-06","2","0.004350","0.006350","0.002114","0.000334","0.009155","0.004602","0.003382","0.007847","0.010020","0.006989"
"P9709","2001-06","1","0.004350","0.006350","0.001274","-0.000659","0.012625","0.006724","0.001667","0.008422","0.014871","0.011982"
"P9713","2001-06","1","-0.008650","-0.006650","0.003284","-0.001331","-0.005068","-0.012067","0.006209","0.015561","0.010824","0.002310"
"P9713","2001-06","2","-0.008650","-0.006650","0.003923","-0.000912","-0.003692","-0.009769","0.006343","0.013166","0.007045","0.001078"
"P9713","2001-06","3","-0.008650","-0.006650","0.000393","-0.000753","-0.003946","-0.008270","0.001860","0.003998","0.002973","-0.001308"
"P9714","2001-06","3","0.004350","0.006350","-0.000888","-0.000081","0.009148","0.005338","0.000834","0.002450","0.004103","0.002023"
"P9714","2001-06","1","0.004350","0.006350","0.001592","-0.000403","0.012625","0.006724","0.002509","0.009158","0.014775","0.011851"
"P9714","2001-06","2","0.004350","0.006350","0.002358","0.000503","0.009155","0.004602","0.003229","0.007602","0.010020","0.006989"
"P9709","2001-07","3","-0.134650","-0.133650","-0.007494","-0.009349","-0.004179","-0.000938","0.002134","-0.000104","0.003701","0.004700"
"P9709","2001-07","2","-0.134650","-0.133650","-0.005753","-0.007208","-0.003836","-0.000882","0.000379","-0.003072","0.002524","0.004468"
"P9709","2001-07","1","-0.134650","-0.133650","-0.005376","-0.006780","-0.009688","-0.007594","0.001505","-0.001713","0.003170","0.006785"
"P9713","2001-07","2","-0.146650","-0.145650","0.000498","-0.001492","-0.018734","-0.014015","0.009750","0.007593","-0.008910","-0.008252"
"P9713","2001-07","3","-0.146650","-0.145650","-0.001820","-0.003810","-0.018492","-0.013651","0.011629","0.009553","-0.003165","-0.003028"
"P9713","2001-07","1","-0.146650","-0.145650","0.000012","-0.001558","-0.030448","-0.024062","0.010070","0.009461","-0.011027","-0.009252"
"P9714","2001-07","2","-0.134650","-0.133650","-0.005580","-0.007105","-0.003836","-0.000882","0.001204","-0.002416","0.002524","0.004468"
"P9714","2001-07","1","-0.134650","-0.133650","-0.005375","-0.006854","-0.009688","-0.007594","0.000558","-0.002914","0.002778","0.006294"
"P9714","2001-07","3","-0.134650","-0.133650","-0.006819","-0.008844","-0.004598","-0.001227","0.003354","0.000866","0.004592","0.005458"
"P9709","2001-08","3","-0.034650","-0.034650","0.009604","0.011504","-0.007586","-0.006731","0.003314","0.001361","0.010890","0.010005"
"P9709","2001-08","2","-0.034650","-0.034650","0.013684","0.015723","-0.005994","-0.007254","-0.000884","-0.003469","0.012180","0.010991"
"P9709","2001-08","1","-0.034650","-0.034650","0.013893","0.015905","-0.009102","-0.010783","-0.002724","-0.005848","0.011758","0.009941"
"P9713","2001-08","1","-0.034650","-0.034650","0.012933","0.014634","-0.003213","-0.005051","-0.004929","-0.007917","0.012008","0.009775"
"P9713","2001-08","3","-0.034650","-0.034650","0.008715","0.010523","-0.004168","-0.003791","-0.000312","-0.001489","0.009607","0.008313"
"P9713","2001-08","2","-0.034650","-0.034650","0.012607","0.014522","-0.002776","-0.003838","-0.004350","-0.006469","0.012485","0.011005"
"P9714","2001-08","3","-0.034650","-0.034650","0.008878","0.010672","-0.007462","-0.006898","0.002566","0.000569","0.009138","0.008322"
"P9714","2001-08","1","-0.034650","-0.034650","0.013765","0.015749","-0.009102","-0.010783","-0.002258","-0.005568","0.011666","0.009822"
"P9714","2001-08","2","-0.034650","-0.034650","0.013504","0.015549","-0.005994","-0.007254","-0.001248","-0.003787","0.012180","0.010991"
"P9709","2001-09","3","-0.052650","-0.049650","-0.019801","-0.019642","0.010228","0.009540","0.010700","0.012751","-0.003510","-0.004937"
"P9709","2001-09","2","-0.052650","-0.049650","-0.023794","-0.025592","0.013210","0.011541","0.009476","0.013251","-0.010282","-0.013139"
"P9709","2001-09","1","-0.052650","-0.049650","-0.025064","-0.026602","0.021847","0.020785","0.010291","0.014800","-0.011084","-0.012891"
"P9713","2001-09","1","-0.055650","-0.053650","-0.022330","-0.024798","0.018943","0.019041","0.012176","0.015411","-0.015340","-0.017106"
"P9713","2001-09","2","-0.055650","-0.053650","-0.021308","-0.023987","0.010296","0.009288","0.011502","0.014461","-0.013910","-0.016444"
"P9713","2001-09","3","-0.055650","-0.053650","-0.017304","-0.018551","0.008469","0.008368","0.011750","0.013118","-0.006316","-0.007849"
"P9714","2001-09","3","-0.052650","-0.049650","-0.019749","-0.019614","0.010585","0.009942","0.011592","0.013690","-0.003196","-0.004619"
"P9714","2001-09","2","-0.052650","-0.049650","-0.023678","-0.025493","0.013210","0.011541","0.010015","0.013815","-0.010282","-0.013139"
"P9714","2001-09","1","-0.052650","-0.049650","-0.024945","-0.026474","0.021847","0.020785","0.010367","0.015025","-0.011019","-0.012835"
"P9709","2001-10","3","-0.047650","-0.048650","-0.026678","-0.025515","0.015985","0.012226","-0.016129","-0.014668","0.009538","0.008559"
"P9709","2001-10","2","-0.047650","-0.048650","-0.025865","-0.023315","0.016546","0.016464","-0.017128","-0.014318","0.013969","0.012130"
"P9709","2001-10","1","-0.047650","-0.048650","-0.024706","-0.022202","0.022680","0.022821","-0.014505","-0.012043","0.015972","0.014978"
"P9713","2001-10","1","-0.040650","-0.041650","-0.029088","-0.026364","0.034199","0.031604","-0.015597","-0.014115","0.019854","0.019049"
"P9713","2001-10","2","-0.040650","-0.041650","-0.030647","-0.027734","0.025047","0.023695","-0.018468","-0.016446","0.017065","0.015604"
"P9713","2001-10","3","-0.040650","-0.041650","-0.030803","-0.029402","0.023166","0.018685","-0.017511","-0.016408","0.009998","0.009395"
"P9714","2001-10","2","-0.047650","-0.048650","-0.025939","-0.023364","0.016546","0.016464","-0.017199","-0.014429","0.013969","0.012130"
"P9714","2001-10","1","-0.047650","-0.048650","-0.024775","-0.022267","0.022680","0.022821","-0.014911","-0.012529","0.015826","0.014799"
"P9714","2001-10","3","-0.047650","-0.048650","-0.026576","-0.025563","0.015500","0.011628","-0.016479","-0.015176","0.009415","0.008336"
"P9709","2001-11","3","0.035350","0.034350","0.024545","0.024874","0.008401","0.009632","-0.005966","-0.007309","0.002205","0.001643"
"P9709","2001-11","2","0.035350","0.034350","0.025290","0.022944","0.008734","0.007819","-0.004913","-0.005908","0.007634","0.006132"
"P9709","2001-11","1","0.035350","0.034350","0.024954","0.022685","0.011636","0.010895","-0.011485","-0.013328","0.008264","0.005517"
"P9713","2001-11","1","0.037350","0.037350","0.022218","0.020818","0.010958","0.009934","-0.009671","-0.011878","0.008857","0.006465"
"P9713","2001-11","3","0.037350","0.037350","0.021666","0.022761","0.008005","0.008825","-0.005097","-0.006264","0.002759","0.002281"
"P9713","2001-11","2","0.037350","0.037350","0.022272","0.020742","0.008289","0.007326","-0.004044","-0.005105","0.007991","0.007007"
"P9714","2001-11","1","0.035350","0.034350","0.024761","0.022522","0.011636","0.010895","-0.011830","-0.013617","0.008355","0.005638"
"P9714","2001-11","3","0.035350","0.034350","0.023808","0.024355","0.008348","0.009481","-0.007032","-0.008152","0.002072","0.001564"
"P9714","2001-11","2","0.035350","0.034350","0.025062","0.022759","0.008734","0.007819","-0.005722","-0.006570","0.007634","0.006132"
"P9709","2001-12","3","-0.063650","-0.061650","-0.007655","-0.008623","0.020080","0.019957","0.031775","0.030733","-0.017928","-0.017763"
"P9709","2001-12","2","-0.063650","-0.061650","-0.011563","-0.013594","0.015625","0.015305","0.030164","0.030121","-0.022004","-0.020382"
"P9709","2001-12","1","-0.063650","-0.061650","-0.010593","-0.012978","0.021147","0.021164","0.048787","0.049611","-0.037036","-0.034742"
"P9713","2001-12","2","-0.053650","-0.053650","-0.020742","-0.021188","0.025454","0.023583","0.021525","0.021369","-0.014824","-0.012135"
"P9713","2001-12","1","-0.053650","-0.053650","-0.019577","-0.020536","0.034922","0.031416","0.038463","0.037498","-0.027100","-0.023709"
"P9713","2001-12","3","-0.053650","-0.053650","-0.015180","-0.015482","0.031547","0.030027","0.023791","0.022068","-0.013812","-0.013186"
"P9714","2001-12","3","-0.063650","-0.061650","-0.007009","-0.007949","0.020491","0.020424","0.030922","0.029966","-0.018026","-0.017912"
"P9714","2001-12","1","-0.063650","-0.061650","-0.010480","-0.012857","0.021147","0.021164","0.048243","0.049173","-0.036877","-0.034552"
"P9714","2001-12","2","-0.063650","-0.061650","-0.011405","-0.013450","0.015625","0.015305","0.029491","0.029554","-0.022004","-0.020382"
"P9709","2002-01","3","-0.104650","-0.100650","-0.031355","-0.035408","0.004881","0.006665","0.032306","0.032261","-0.009856","-0.009918"
"P9709","2002-01","2","-0.104650","-0.100650","-0.032758","-0.037760","0.007372","0.010600","0.032498","0.033097","-0.017080","-0.017011"
"P9709","2002-01","1","-0.104650","-0.100650","-0.031981","-0.037200","0.019799","0.025384","0.042351","0.043322","-0.023114","-0.020552"
"P9713","2002-01","1","-0.113650","-0.108650","-0.029643","-0.035324","0.005832","0.013866","0.050089","0.052190","-0.035652","-0.035328"
"P9713","2002-01","2","-0.113650","-0.108650","-0.029801","-0.035587","-0.001886","0.002091","0.040714","0.042047","-0.028168","-0.029229"
"P9713","2002-01","3","-0.113650","-0.108650","-0.028238","-0.033104","-0.000860","0.001721","0.038981","0.038734","-0.019430","-0.019502"
"P9714","2002-01","2","-0.104650","-0.100650","-0.032700","-0.037712","0.007372","0.010600","0.032955","0.033537","-0.017080","-0.017011"
"P9714","2002-01","1","-0.104650","-0.100650","-0.032009","-0.037215","0.019799","0.025384","0.042015","0.043027","-0.022931","-0.020329"
"P9714","2002-01","3","-0.104650","-0.100650","-0.030876","-0.034958","0.005744","0.007353","0.032616","0.032592","-0.010096","-0.009996"
"P9709","2002-02","3","0.026575","0.024575","0.007030","0.008007","-0.013285","-0.014974","-0.016349","-0.016990","0.005793","0.006656"
"P9709","2002-02","2","0.026575","0.024575","0.008465","0.011963","-0.014389","-0.015675","-0.012890","-0.013439","0.009038","0.009211"
"P9709","2002-02","1","0.026575","0.024575","0.008394","0.012081","-0.026269","-0.029044","-0.020993","-0.020561","0.017187","0.016766"
"P9713","2002-02","1","0.025575","0.024575","0.011372","0.014757","-0.028831","-0.032744","-0.021477","-0.019815","0.019591","0.019930"
"P9713","2002-02","3","0.025575","0.024575","0.010133","0.011302","-0.015750","-0.017787","-0.016714","-0.016775","0.009308","0.010310"
"P9713","2002-02","2","0.025575","0.024575","0.011547","0.014765","-0.016116","-0.018114","-0.013806","-0.013923","0.011059","0.011000"
"P9714","2002-02","3","0.026575","0.024575","0.007408","0.008353","-0.013136","-0.014770","-0.015986","-0.016698","0.005891","0.006787"
"P9714","2002-02","1","0.026575","0.024575","0.008467","0.012136","-0.026269","-0.029044","-0.020851","-0.020456","0.017070","0.016617"
"P9714","2002-02","2","0.026575","0.024575","0.008554","0.012048","-0.014389","-0.015675","-0.012835","-0.013457","0.009038","0.009211"
"P9709","2002-03","3","0.059575","0.056575","0.030015","0.031516","-0.001956","0.001655","-0.011835","-0.011751","0.002803","0.003327"
"P9709","2002-03","2","0.059575","0.056575","0.028857","0.029043","-0.002463","-0.001583","-0.012857","-0.014844","0.005984","0.006744"
"P9709","2002-03","1","0.059575","0.056575","0.029819","0.029956","-0.008474","-0.008344","-0.015188","-0.016316","0.003598","0.000018"
"P9713","2002-03","2","0.058575","0.056575","0.031036","0.031255","-0.004391","-0.003079","-0.012615","-0.014923","0.006829","0.007376"
"P9713","2002-03","1","0.058575","0.056575","0.031829","0.032130","-0.011534","-0.010039","-0.015085","-0.016285","0.004235","0.001059"
"P9713","2002-03","3","0.058575","0.056575","0.031449","0.033456","-0.004680","-0.000804","-0.011270","-0.011063","0.003274","0.003589"
"P9714","2002-03","3","0.059575","0.056575","0.030033","0.031594","-0.002049","0.001614","-0.011417","-0.011275","0.002916","0.003574"
"P9714","2002-03","2","0.059575","0.056575","0.028793","0.028950","-0.002463","-0.001583","-0.012649","-0.014592","0.005984","0.006744"
"P9714","2002-03","1","0.059575","0.056575","0.029781","0.029892","-0.008474","-0.008344","-0.014888","-0.016102","0.003337","-0.000291"
"P9709","2002-04","3","0.040575","0.041575","0.019457","0.019244","0.015795","0.013297","-0.017852","-0.015921","0.015601","0.015462"
"P9709","2002-04","2","0.040575","0.041575","0.018951","0.019904","0.014543","0.013236","-0.021726","-0.018376","0.023960","0.024881"
"P9709","2002-04","1","0.040575","0.041575","0.019197","0.019968","0.020141","0.017047","-0.029342","-0.027885","0.027628","0.026827"
"P9713","2002-04","3","0.033575","0.034575","0.023642","0.022727","0.006633","0.005275","-0.009532","-0.007282","0.010929","0.010054"
"P9713","2002-04","1","0.033575","0.034575","0.022653","0.022907","0.006594","0.006677","-0.021159","-0.017888","0.014434","0.012461"
"P9713","2002-04","2","0.033575","0.034575","0.022795","0.023157","0.005641","0.005479","-0.014656","-0.010388","0.015906","0.015132"
"P9714","2002-04","2","0.040575","0.041575","0.019154","0.020080","0.014543","0.013236","-0.021485","-0.018298","0.023960","0.024881"
"P9714","2002-04","1","0.040575","0.041575","0.019392","0.020129","0.020141","0.017047","-0.029343","-0.027848","0.027573","0.026742"
"P9714","2002-04","3","0.040575","0.041575","0.019903","0.019614","0.016501","0.013866","-0.016867","-0.015130","0.015587","0.015580"
"P9709","2002-05","3","-0.086425","-0.087425","-0.001790","-0.003740","-0.008631","-0.009289","-0.005262","-0.005874","0.005188","0.006338"
"P9709","2002-05","2","-0.086425","-0.087425","-0.000834","-0.003367","-0.009067","-0.010431","-0.007195","-0.007012","0.006872","0.007700"
"P9709","2002-05","1","-0.086425","-0.087425","-0.001337","-0.004284","-0.012925","-0.015362","-0.011299","-0.009911","0.010461","0.009718"
"P9713","2002-05","3","-0.085425","-0.086425","-0.004173","-0.006238","-0.006283","-0.006833","-0.004279","-0.005253","0.002794","0.004185"
"P9713","2002-05","1","-0.085425","-0.086425","-0.003814","-0.006681","-0.009931","-0.011763","-0.010114","-0.009582","0.007634","0.007071"
"P9713","2002-05","2","-0.085425","-0.086425","-0.003400","-0.005937","-0.007411","-0.008290","-0.006177","-0.006437","0.005073","0.006454"
"P9714","2002-05","1","-0.086425","-0.087425","-0.001309","-0.004232","-0.012925","-0.015362","-0.011034","-0.009622","0.010363","0.009623"
"P9714","2002-05","2","-0.086425","-0.087425","-0.000862","-0.003360","-0.009067","-0.010431","-0.007422","-0.007151","0.006872","0.007700"
"P9714","2002-05","3","-0.086425","-0.087425","-0.001962","-0.003824","-0.008253","-0.008985","-0.005412","-0.005937","0.004883","0.006076"
"P9709","2002-06","3","0.141575","0.144575","-0.044490","-0.040970","0.031141","0.032126","0.001365","0.002846","0.011210","0.009097"
"P9709","2002-06","2","0.141575","0.144575","-0.054011","-0.052602","0.024283","0.027378","0.000917","0.003619","0.010510","0.010721"
"P9709","2002-06","1","0.141575","0.144575","-0.054041","-0.052254","0.031568","0.034312","0.007143","0.012390","0.009889","0.011447"
"P9713","2002-06","2","0.139575","0.141575","-0.048438","-0.046966","0.020268","0.024103","0.000432","0.003004","0.009316","0.009767"
"P9713","2002-06","3","0.139575","0.141575","-0.038850","-0.035780","0.026017","0.027711","0.000806","0.002323","0.010337","0.008065"
"P9713","2002-06","1","0.139575","0.141575","-0.048326","-0.046610","0.027334","0.030969","0.007484","0.012139","0.008396","0.009508"
"P9714","2002-06","3","0.141575","0.144575","-0.044629","-0.041239","0.030127","0.031182","0.000566","0.001962","0.011687","0.009468"
"P9714","2002-06","1","0.141575","0.144575","-0.054241","-0.052508","0.031568","0.034312","0.006702","0.011738","0.009844","0.011374"
"P9714","2002-06","2","0.141575","0.144575","-0.054184","-0.052803","0.024283","0.027378","0.000231","0.002932","0.010510","0.010721"
"P9709","2002-07","3","-0.043425","-0.045425","0.010436","0.009367","-0.005540","-0.005902","0.009762","0.007395","-0.000997","-0.001974"
"P9709","2002-07","2","-0.043425","-0.045425","0.010217","0.010069","-0.011976","-0.012442","0.003193","-0.000888","-0.003333","-0.002305"
"P9709","2002-07","1","-0.043425","-0.045425","0.010646","0.009859","-0.015889","-0.017016","0.000570","-0.002968","-0.012648","-0.010226"
"P9713","2002-07","3","-0.039425","-0.040425","0.006326","0.005299","-0.004915","-0.005875","0.009371","0.006686","0.001794","0.001069"
"P9713","2002-07","2","-0.039425","-0.040425","0.006821","0.006744","-0.010411","-0.011480","0.002295","-0.002171","-0.000165","0.001016"
"P9713","2002-07","1","-0.039425","-0.040425","0.007098","0.006492","-0.012271","-0.014175","0.000224","-0.003908","-0.007581","-0.005211"
"P9714","2002-07","2","-0.043425","-0.045425","0.010217","0.010069","-0.011976","-0.012442","0.003193","-0.000888","-0.003333","-0.002305"
"P9714","2002-07","1","-0.043425","-0.045425","0.010646","0.009859","-0.015889","-0.017016","0.000570","-0.002968","-0.012648","-0.010226"
"P9714","2002-07","3","-0.043425","-0.045425","0.010436","0.009367","-0.005540","-0.005902","0.009762","0.007395","-0.000997","-0.001974"
"P9709","2002-08","3","0.006575","0.008575","0.009822","0.010001","-0.001654","-0.001908","0.005509","0.005180","0.000577","0.000536"
"P9709","2002-08","2","0.006575","0.008575","0.006007","0.005722","0.000722","0.002595","0.006917","0.008300","-0.002569","-0.002648"
"P9709","2002-08","1","0.006575","0.008575","0.006876","0.007182","0.004605","0.006275","0.014585","0.016185","-0.005919","-0.007523"
"P9713","2002-08","2","0.005575","0.007575","0.005974","0.005477","0.001158","0.002794","0.005922","0.007313","-0.002565","-0.002674"
"P9713","2002-08","3","0.005575","0.007575","0.009614","0.009567","-0.000521","-0.000751","0.004612","0.004419","0.000190","0.000126"
