stock_code,sw_l1_industry_name,sw_l1_industry_name_eng
688057,机械设备,Machinery Equipment
688058,计算机,Computer
688060,计算机,Computer
688063,电气设备,Electrical Equipment
688065,化工,Chemicals
688066,计算机,Computer
688068,医药生物,Health Care
688069,公用事业,Utilities
688077,有色金属,Nonferrous Metal
688078,计算机,Computer
688080,通信,Telecommunication
688081,国防军工,Military
688085,医药生物,Health Care
688086,计算机,Computer
688088,计算机,Computer
688089,食品饮料,Food and Beverage
688090,机械设备,Machinery Equipment
688093,电子,Electronics
688095,计算机,Computer
688096,公用事业,Utilities
688098,农林牧渔,Agriculture
688099,电子,Electronics
688100,通信,Telecommunication
688101,公用事业,Utilities
688106,化工,Chemicals
688108,医药生物,Health Care
688111,计算机,Computer
688116,化工,Chemicals
688118,计算机,Computer
688122,有色金属,Nonferrous Metal
688123,电子,Electronics
688126,电子,Electronics
688127,电子,Electronics
688128,机械设备,Machinery Equipment
688129,化工,Chemicals
688133,化工,Chemicals
688135,电子,Electronics
688136,医药生物,Health Care
688138,电子,Electronics
688139,医药生物,Health Care
688155,机械设备,Machinery Equipment
688156,公用事业,Utilities
688157,化工,Chemicals
688158,计算机,Computer
688159,通信,Telecommunication
688160,机械设备,Machinery Equipment
688165,机械设备,Machinery Equipment
688166,医药生物,Health Care
688168,计算机,Computer
688169,机械设备,Machinery Equipment
688177,医药生物,Health Care
688178,公用事业,Utilities
688179,化工,Chemicals
688180,医药生物,Health Care
688181,电子,Electronics
688185,医药生物,Health Care
688186,钢铁,Steel
688188,计算机,Computer
688189,医药生物,Health Care
688196,化工,Chemicals
688198,医药生物,Health Care
688199,化工,Chemicals
688200,机械设备,Machinery Equipment
688202,医药生物,Health Care
688208,计算机,Computer
688215,机械设备,Machinery Equipment
688218,机械设备,Machinery Equipment
688219,化工,Chemicals
688221,医药生物,Health Care
688222,医药生物,Health Care
688228,计算机,Computer
688229,计算机,Computer
688233,电子,Electronics
688256,电子,Electronics
688258,计算机,Computer
688266,医药生物,Health Care
688268,化工,Chemicals
688277,医药生物,Health Care
688278,医药生物,Health Care
688286,电子,Electronics
688288,计算机,Computer
688289,医药生物,Health Care
688298,医药生物,Health Care
688299,电子,Electronics
688300,有色金属,Nonferrous Metal
688301,医药生物,Health Care
688308,机械设备,Machinery Equipment
688309,机械设备,Machinery Equipment
688310,机械设备,Machinery Equipment
688311,国防军工,Military
688312,机械设备,Machinery Equipment
688313,通信,Telecommunication
688317,医药生物,Health Care
688318,计算机,Computer
688321,医药生物,Health Care
688330,电气设备,Electrical Equipment
688333,机械设备,Machinery Equipment
688335,公用事业,Utilities
688336,医药生物,Health Care
688338,医药生物,Health Care
688339,电气设备,Electrical Equipment
688350,化工,Chemicals
688356,医药生物,Health Care
688357,有色金属,Nonferrous Metal
688358,医药生物,Health Care
688360,机械设备,Machinery Equipment
688363,医药生物,Health Care
688365,计算机,Computer
688366,医药生物,Health Care
688368,电子,Electronics
688369,计算机,Computer
688377,机械设备,Machinery Equipment
688378,机械设备,Machinery Equipment
688379,机械设备,Machinery Equipment
688386,汽车,Automobile
688388,有色金属,Nonferrous Metal
688389,医药生物,Health Care
688390,电气设备,Electrical Equipment
688393,医药生物,Health Care
688396,电子,Electronics
688398,化工,Chemicals
688399,医药生物,Health Care
688408,电气设备,Electrical Equipment
688418,通信,Telecommunication
688466,公用事业,Utilities
688488,医药生物,Health Care
688500,计算机,Computer
688505,医药生物,Health Care
688508,电子,Electronics
688510,国防军工,Military
688513,医药生物,Health Care
688516,电气设备,Electrical Equipment
688518,机械设备,Machinery Equipment
688519,电子,Electronics
688520,医药生物,Health Care
688521,电子,Electronics
688526,农林牧渔,Agriculture
688528,机械设备,Machinery Equipment
688529,机械设备,Machinery Equipment
688536,电子,Electronics
688550,化工,Chemicals
688551,机械设备,Machinery Equipment
688555,计算机,Computer
688556,机械设备,Machinery Equipment
688557,机械设备,Machinery Equipment
688558,机械设备,Machinery Equipment
688559,机械设备,Machinery Equipment
688560,电气设备,Electrical Equipment
688561,计算机,Computer
688566,医药生物,Health Care
688567,电气设备,Electrical Equipment
688568,计算机,Computer
688569,机械设备,Machinery Equipment
688571,化工,Chemicals
688577,机械设备,Machinery Equipment
688578,医药生物,Health Care
688579,计算机,Computer
688580,医药生物,Health Care
688585,化工,Chemicals
688586,国防军工,Military
688588,计算机,Computer
688589,电子,Electronics
688590,计算机,Computer
688595,电子,Electronics
688596,机械设备,Machinery Equipment
688598,有色金属,Nonferrous Metal
688599,电气设备,Electrical Equipment
688600,机械设备,Machinery Equipment
688607,医药生物,Health Care
688608,电子,Electronics
688617,医药生物,Health Care
688618,通信,Telecommunication
688628,机械设备,Machinery Equipment
688656,医药生物,Health Care
688658,医药生物,Health Care
688668,通信,Telecommunication
688669,化工,Chemicals
688678,电子,Electronics
688679,公用事业,Utilities
688680,电气设备,Electrical Equipment
688686,机械设备,Machinery Equipment
688689,电子,Electronics
688698,电气设备,Electrical Equipment
688699,电子,Electronics
688777,电气设备,Electrical Equipment
688788,国防军工,Military
688819,电气设备,Electrical Equipment
688981,电子,Electronics
