,jq_l1_industry_code,jq_l1_industry_name,jq_l2_industry_code,jq_l2_industry_name,sw_l1_industry_code,sw_l1_industry_name,sw_l2_industry_code,sw_l2_industry_name,sw_l2_industry_code,sw_l2_industry_name,zjw_industry_code,zjw_industry_name
603990.XSHG,HY008,信息技术指数,HY513,应用软件指数,801750,计算机I,801222,计算机应用II,852225,软件开发III,I65,软件和信息技术服务业
603991.XSHG,HY002,材料指数,HY405,基础化工指数,801030,化工I,801036,塑料II,850351,其他塑料制品III,C29,橡胶和塑料制品业
603992.XSHG,HY003,工业指数,HY421,建筑产品指数,801140,轻工制造I,801142,家用轻工II,851433,其他家用轻工III,C29,橡胶和塑料制品业
603993.XSHG,HY002,材料指数,HY414,金属非金属指数,801050,有色金属I,801054,稀有金属II,850544,其他稀有小金属III,B09,有色金属矿采选业
603995.XSHG,HY002,材料指数,HY417,钢铁指数,801040,钢铁I,801041,钢铁II,850412,特钢III,C31,黑色金属冶炼和压延加工业
603996.XSHG,HY004,可选消费指数,HY446,消费电子产品指数,801110,家用电器I,801112,视听器材II,851121,彩电III,C39,计算机、通信和其他电子设备制造业
603997.XSHG,HY004,可选消费指数,HY442,机动车零配件与设备指数,801880,汽车I,801093,汽车零部件II,850921,汽车零部件III,C36,汽车制造业
603998.XSHG,HY006,医疗保健指数,HY572,中药指数,801150,医药生物I,801155,中药II,851521,中药III,C27,医药制造业
603999.XSHG,HY004,可选消费指数,HY463,出版指数,801760,传媒I,801761,文化传媒II,852241,平面媒体III,R85,新闻和出版业
605001.XSHG,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801076,运输设备II,850936,铁路设备III,C37,铁路、船舶、航空航天和其他运输设备制造业
605003.XSHG,,,,,801130,纺织服装I,801132,服装家纺II,851326,家纺III,C17,纺织业
605005.XSHG,,,,,801880,汽车I,801093,汽车零部件II,850921,汽车零部件III,C36,汽车制造业
605006.XSHG,,,,,801030,化工I,801034,化学制品II,850373,玻纤III,C30,非金属矿物制品业
605007.XSHG,,,,,801140,轻工制造I,801143,造纸II,851411,造纸III,C22,造纸和纸制品业
605008.XSHG,,,,,801030,化工I,801036,塑料II,850351,其他塑料制品III,C26,化学原料和化学制品制造业
605009.XSHG,,,,,801140,轻工制造I,801143,造纸II,851411,造纸III,C22,造纸和纸制品业
605018.XSHG,,,,,801880,汽车I,801093,汽车零部件II,850921,汽车零部件III,C36,汽车制造业
605050.XSHG,,,,,801170,交通运输I,801178,物流II,851781,物流III,G58,装卸搬运和运输代理业
605055.XSHG,,,,,801130,纺织服装I,801131,纺织制造II,851314,印染III,C17,纺织业
605058.XSHG,,,,,801080,电子I,801083,元件II,850822,印制电路板III,C39,计算机、通信和其他电子设备制造业
605066.XSHG,,,,,801730,电气设备I,801734,高低压设备II,857343,低压设备III,C38,电气机械和器材制造业
605068.XSHG,,,,,801880,汽车I,801093,汽车零部件II,850921,汽车零部件III,C19,皮革、毛皮、羽毛及其制品和制鞋业
605088.XSHG,,,,,801880,汽车I,801093,汽车零部件II,850921,汽车零部件III,C36,汽车制造业
605099.XSHG,,,,,801140,轻工制造I,801144,其他轻工制造II,851441,其他轻工制造III,C24,文教、工美、体育和娱乐用品制造业
605100.XSHG,,,,,801890,机械设备I,801072,通用机械II,850712,机械基础件III,C34,通用设备制造业
605108.XSHG,,,,,801210,休闲服务I,801211,餐饮II,852141,餐饮III,H62,餐饮业
605111.XSHG,,,,,801080,电子I,801081,半导体II,850812,分立器件III,C39,计算机、通信和其他电子设备制造业
605116.XSHG,,,,,801150,医药生物I,801151,化学制药II,851511,化学原料药III,C27,医药制造业
605118.XSHG,,,,,801080,电子I,801084,光学光电子II,850833,光学元件III,C39,计算机、通信和其他电子设备制造业
605123.XSHG,,,,,801740,国防军工I,801742,航空装备II,857421,航空装备III,C33,金属制品业
605128.XSHG,,,,,801880,汽车I,801093,汽车零部件II,850921,汽车零部件III,C36,汽车制造业
605136.XSHG,,,,,801760,传媒I,801751,营销传播II,852243,营销服务III,F52,零售业
605151.XSHG,,,,,801170,交通运输I,801178,物流II,851781,物流III,C36,汽车制造业
605155.XSHG,,,,,801030,化工I,801034,化学制品II,850339,其他化学制品III,C41,其他制造业
605158.XSHG,,,,,801710,建筑材料I,801713,其他建材II,850614,其他建材III,C33,金属制品业
605166.XSHG,,,,,801030,化工I,801032,化学纤维II,850344,其他纤维III,C26,化学原料和化学制品制造业
605168.XSHG,HY004,可选消费指数,HY460,广告指数,801760,传媒I,801751,营销传播II,852243,营销服务III,L72,商务服务业
605169.XSHG,,,,,801160,公用事业I,801163,燃气II,851631,燃气III,D45,燃气生产和供应业
605177.XSHG,,,,,801150,医药生物I,801151,化学制药II,851511,化学原料药III,C27,医药制造业
605178.XSHG,,,,,801720,建筑装饰I,801722,装修装饰II,857221,装修装饰III,E50,建筑装饰和其他建筑业
605179.XSHG,,,,,801120,食品饮料I,801124,食品加工II,851243,乳品III,C14,食品制造业
605183.XSHG,,,,,801030,化工I,801037,橡胶II,850363,炭黑III,C26,化学原料和化学制品制造业
605186.XSHG,,,,,801890,机械设备I,801074,专用设备II,850727,其它专用机械III,C35,专用设备制造业
605188.XSHG,,,,,801200,商业贸易I,801203,一般零售II,852032,超市III,F52,零售业
605198.XSHG,,,,,801010,农林牧渔I,801012,农产品加工II,850151,果蔬加工III,C15,酒、饮料和精制茶制造业
605199.XSHG,,,,,801150,医药生物I,801155,中药II,851521,中药III,C27,医药制造业
605218.XSHG,,,,,801080,电子I,801084,光学光电子II,850831,显示器件III,C39,计算机、通信和其他电子设备制造业
605222.XSHG,,,,,801730,电气设备I,801734,高低压设备II,857344,线缆部件及其他III,C38,电气机械和器材制造业
605228.XSHG,,,,,801880,汽车I,801093,汽车零部件II,850921,汽车零部件III,C36,汽车制造业
605255.XSHG,,,,,801880,汽车I,801093,汽车零部件II,850921,汽车零部件III,C29,橡胶和塑料制品业
605258.XSHG,,,,,801080,电子I,801083,元件II,850822,印制电路板III,C39,计算机、通信和其他电子设备制造业
605266.XSHG,,,,,801150,医药生物I,801154,医药商业II,851541,医药商业III,F52,零售业
605277.XSHG,,,,,801730,电气设备I,801734,高低压设备II,857344,线缆部件及其他III,C38,电气机械和器材制造业
605288.XSHG,,,,,801730,电气设备I,801732,电气自动化设备II,857322,工控自动化III,C38,电气机械和器材制造业
605299.XSHG,,,,,801140,轻工制造I,801142,家用轻工II,851435,文娱用品III,C24,文教、工美、体育和娱乐用品制造业
605318.XSHG,,,,,801710,建筑材料I,801713,其他建材II,850614,其他建材III,C41,其他制造业
605333.XSHG,,,,,801880,汽车I,801093,汽车零部件II,850921,汽车零部件III,C36,汽车制造业
605336.XSHG,,,,,801110,家用电器I,801111,白色家电II,851114,小家电III,C38,电气机械和器材制造业
605338.XSHG,,,,,801120,食品饮料I,801124,食品加工II,851244,食品综合III,C14,食品制造业
605358.XSHG,,,,,801080,电子I,801081,半导体II,850811,集成电路III,C39,计算机、通信和其他电子设备制造业
605366.XSHG,,,,,801030,化工I,801034,化学制品II,850339,其他化学制品III,C26,化学原料和化学制品制造业
605368.XSHG,,,,,801160,公用事业I,801163,燃气II,851631,燃气III,D45,燃气生产和供应业
605369.XSHG,,,,,801150,医药生物I,801153,医疗器械II,851551,医疗器械III,C35,专用设备制造业
605376.XSHG,,,,,801050,有色金属I,801054,稀有金属II,850544,其他稀有小金属III,C33,金属制品业
605377.XSHG,,,,,801140,轻工制造I,801143,造纸II,851411,造纸III,C22,造纸和纸制品业
605388.XSHG,,,,,801120,食品饮料I,801123,饮料制造II,851234,软饮料III,C15,酒、饮料和精制茶制造业
605398.XSHG,,,,,801750,计算机I,801222,计算机应用II,852226,IT服务III,I65,软件和信息技术服务业
605399.XSHG,,,,,801030,化工I,801034,化学制品II,850339,其他化学制品III,C26,化学原料和化学制品制造业
605500.XSHG,,,,,801140,轻工制造I,801143,造纸II,851411,造纸III,C22,造纸和纸制品业
688001.XSHG,HY008,信息技术指数,HY596,电子设备和仪器指数,801890,机械设备I,801074,专用设备II,850727,其它专用机械III,C35,专用设备制造业
688002.XSHG,HY008,信息技术指数,HY596,电子设备和仪器指数,801080,电子I,801081,半导体II,850811,集成电路III,C39,计算机、通信和其他电子设备制造业
688003.XSHG,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801072,通用机械II,850716,其它通用机械III,C35,专用设备制造业
688004.XSHG,,,,,801750,计算机I,801222,计算机应用II,852226,IT服务III,I65,软件和信息技术服务业
688005.XSHG,HY002,材料指数,HY409,特种化工指数,801030,化工I,801034,化学制品II,850339,其他化学制品III,C39,计算机、通信和其他电子设备制造业
688006.XSHG,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801074,专用设备II,850727,其它专用机械III,C35,专用设备制造业
688007.XSHG,HY008,信息技术指数,HY596,电子设备和仪器指数,801080,电子I,801084,光学光电子II,850831,显示器件III,C39,计算机、通信和其他电子设备制造业
688008.XSHG,HY008,信息技术指数,HY524,半导体产品指数,801080,电子I,801081,半导体II,850811,集成电路III,C39,计算机、通信和其他电子设备制造业
688009.XSHG,HY003,工业指数,HY423,电气部件与设备指数,801890,机械设备I,801076,运输设备II,850936,铁路设备III,C37,铁路、船舶、航空航天和其他运输设备制造业
688010.XSHG,HY008,信息技术指数,HY519,电子元件指数,801080,电子I,801084,光学光电子II,850833,光学元件III,C40,仪器仪表制造业
688011.XSHG,HY003,工业指数,HY420,航天航空与国防指数,801740,国防军工I,801742,航空装备II,857421,航空装备III,C39,计算机、通信和其他电子设备制造业
688012.XSHG,HY008,信息技术指数,HY523,半导体设备指数,801890,机械设备I,801074,专用设备II,850727,其它专用机械III,C35,专用设备制造业
688013.XSHG,,,,,801150,医药生物I,801153,医疗器械II,851551,医疗器械III,C35,专用设备制造业
688015.XSHG,HY003,工业指数,HY423,电气部件与设备指数,801890,机械设备I,801076,运输设备II,850936,铁路设备III,C37,铁路、船舶、航空航天和其他运输设备制造业
688016.XSHG,HY006,医疗保健指数,HY486,医疗保健用品指数,801150,医药生物I,801153,医疗器械II,851551,医疗器械III,C35,专用设备制造业
688017.XSHG,,,,,801890,机械设备I,801072,通用机械II,850712,机械基础件III,C34,通用设备制造业
688018.XSHG,HY008,信息技术指数,HY524,半导体产品指数,801080,电子I,801081,半导体II,850811,集成电路III,I65,软件和信息技术服务业
688019.XSHG,HY002,材料指数,HY409,特种化工指数,801080,电子I,801081,半导体II,850813,半导体材料III,C39,计算机、通信和其他电子设备制造业
688020.XSHG,HY008,信息技术指数,HY519,电子元件指数,801080,电子I,801082,其他电子II,850841,其他电子III,C39,计算机、通信和其他电子设备制造业
688021.XSHG,HY004,可选消费指数,HY442,机动车零配件与设备指数,801030,化工I,801034,化学制品II,850339,其他化学制品III,C35,专用设备制造业
688022.XSHG,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801074,专用设备II,850727,其它专用机械III,C35,专用设备制造业
688023.XSHG,HY008,信息技术指数,HY513,应用软件指数,801750,计算机I,801222,计算机应用II,852225,软件开发III,I65,软件和信息技术服务业
688025.XSHG,HY008,信息技术指数,HY524,半导体产品指数,801080,电子I,801082,其他电子II,850841,其他电子III,C39,计算机、通信和其他电子设备制造业
688026.XSHG,HY002,材料指数,HY405,基础化工指数,801030,化工I,801036,塑料II,850351,其他塑料制品III,C29,橡胶和塑料制品业
688027.XSHG,,,,,801770,通信I,801102,通信设备II,851012,终端设备III,C39,计算机、通信和其他电子设备制造业
688028.XSHG,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801072,通用机械II,850713,磨具磨料III,C35,专用设备制造业
688029.XSHG,HY006,医疗保健指数,HY485,医疗保健设备指数,801150,医药生物I,801153,医疗器械II,851551,医疗器械III,C35,专用设备制造业
688030.XSHG,HY008,信息技术指数,HY513,应用软件指数,801750,计算机I,801222,计算机应用II,852225,软件开发III,I65,软件和信息技术服务业
688033.XSHG,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801076,运输设备II,850936,铁路设备III,C37,铁路、船舶、航空航天和其他运输设备制造业
688036.XSHG,HY008,信息技术指数,HY516,通信设备指数,801080,电子I,801085,电子制造II,850851,电子系统组装III,C39,计算机、通信和其他电子设备制造业
688037.XSHG,HY008,信息技术指数,HY523,半导体设备指数,801890,机械设备I,801074,专用设备II,850727,其它专用机械III,C35,专用设备制造业
688039.XSHG,HY008,信息技术指数,HY513,应用软件指数,801750,计算机I,801222,计算机应用II,852226,IT服务III,I65,软件和信息技术服务业
688050.XSHG,,,,,801150,医药生物I,801153,医疗器械II,851551,医疗器械III,C35,专用设备制造业
688051.XSHG,HY008,信息技术指数,HY511,信息科技咨询与其它服务指数,801750,计算机I,801222,计算机应用II,852226,IT服务III,I65,软件和信息技术服务业
688055.XSHG,,,,,801080,电子I,801084,光学光电子II,850831,显示器件III,C39,计算机、通信和其他电子设备制造业
688056.XSHG,,,,,801890,机械设备I,801073,仪器仪表II,850731,仪器仪表III,C40,仪器仪表制造业
688057.XSHG,,,,,801890,机械设备I,801074,专用设备II,850729,环保设备III,N77,生态保护和环境治理业
688058.XSHG,HY008,信息技术指数,HY513,应用软件指数,801750,计算机I,801222,计算机应用II,852225,软件开发III,I65,软件和信息技术服务业
688060.XSHG,,,,,801750,计算机I,801101,计算机设备II,851021,计算机设备III,I65,软件和信息技术服务业
688063.XSHG,,,,,801730,电气设备I,801733,电源设备II,857335,储能设备III,C38,电气机械和器材制造业
