,jq_l1_industry_code,jq_l1_industry_name,jq_l2_industry_code,jq_l2_industry_name,sw_l1_industry_code,sw_l1_industry_name,sw_l2_industry_code,sw_l2_industry_name,sw_l2_industry_code,sw_l2_industry_name,zjw_industry_code,zjw_industry_name
000608.XSHE,HY011,房地产指数,HY509,房地产开发指数,801180,房地产I,801181,房地产开发II,851811,房地产开发III,K70,房地产业
000609.XSHE,HY011,房地产指数,HY509,房地产开发指数,801180,房地产I,801181,房地产开发II,851811,房地产开发III,S90,综合
000610.XSHE,HY004,可选消费指数,HY457,酒店、度假村与豪华游轮指数,801210,休闲服务I,801213,酒店II,852121,酒店III,N78,公共设施管理业
000611.XSHE,HY004,可选消费指数,HY455,纺织品指数,801130,纺织服装I,801131,纺织制造II,851316,其他纺织III,C17,纺织业
000612.XSHE,HY002,材料指数,HY413,铝指数,801050,有色金属I,801055,工业金属II,850551,铝III,C32,有色金属冶炼和压延加工业
000613.XSHE,HY004,可选消费指数,HY457,酒店、度假村与豪华游轮指数,801210,休闲服务I,801213,酒店II,852121,酒店III,H61,住宿业
000615.XSHE,HY011,房地产指数,HY509,房地产开发指数,801180,房地产I,801181,房地产开发II,851811,房地产开发III,K70,房地产业
000616.XSHE,HY011,房地产指数,HY509,房地产开发指数,801180,房地产I,801181,房地产开发II,851811,房地产开发III,K70,房地产业
000617.XSHE,HY007,金融指数,,,801790,非银金融I,801191,多元金融II,851921,多元金融III,J67,资本市场服务
000618.XSHE,,,,,,,,,,,C26,化学原料和化学制品制造业
000619.XSHE,HY003,工业指数,HY421,建筑产品指数,801710,建筑材料I,801713,其他建材II,850614,其他建材III,C29,橡胶和塑料制品业
000620.XSHE,HY011,房地产指数,HY509,房地产开发指数,801180,房地产I,801181,房地产开发II,851811,房地产开发III,K70,房地产业
000622.XSHE,HY004,可选消费指数,HY442,机动车零配件与设备指数,801880,汽车I,801093,汽车零部件II,850921,汽车零部件III,C35,专用设备制造业
000623.XSHE,HY006,医疗保健指数,HY572,中药指数,801150,医药生物I,801151,化学制药II,851512,化学制剂III,C27,医药制造业
000625.XSHE,HY004,可选消费指数,HY444,汽车制造指数,801880,汽车I,801094,汽车整车II,850911,乘用车III,C36,汽车制造业
000626.XSHE,HY003,工业指数,HY428,贸易公司与工业品经销商指数,801200,商业贸易I,801202,贸易II,852021,贸易III,F51,批发业
000627.XSHE,HY007,金融指数,HY504,人寿与健康保险指数,801790,非银金融I,801194,保险II,851941,保险III,J68,保险业
000628.XSHE,HY003,工业指数,HY422,建筑与工程指数,801720,建筑装饰I,801721,房屋建设II,850623,房屋建设III,E47,房屋建筑业
000629.XSHE,HY002,材料指数,HY414,金属非金属指数,801020,采掘I,801022,其他采掘II,850231,其他采掘III,C32,有色金属冶炼和压延加工业
000630.XSHE,HY002,材料指数,HY414,金属非金属指数,801050,有色金属I,801055,工业金属II,850552,铜III,C32,有色金属冶炼和压延加工业
000631.XSHE,HY011,房地产指数,HY509,房地产开发指数,801180,房地产I,801181,房地产开发II,851811,房地产开发III,K70,房地产业
000632.XSHE,HY003,工业指数,HY428,贸易公司与工业品经销商指数,801230,综合I,801231,综合II,852311,综合III,F51,批发业
000633.XSHE,HY002,材料指数,HY414,金属非金属指数,801050,有色金属I,801051,金属非金属新材料II,850521,金属新材料III,C32,有色金属冶炼和压延加工业
000635.XSHE,HY002,材料指数,HY405,基础化工指数,801030,化工I,801033,化学原料II,850322,氯碱III,C26,化学原料和化学制品制造业
000636.XSHE,HY008,信息技术指数,HY519,电子元件指数,801080,电子I,801083,元件II,850823,被动元件III,C39,计算机、通信和其他电子设备制造业
000637.XSHE,HY002,材料指数,HY405,基础化工指数,801030,化工I,801035,石油化工II,850311,石油加工III,C25,石油加工、炼焦和核燃料加工业
000638.XSHE,HY003,工业指数,HY428,贸易公司与工业品经销商指数,801230,综合I,801231,综合II,852311,综合III,I65,软件和信息技术服务业
000639.XSHE,HY005,日常消费指数,HY481,食品加工与肉类指数,801120,食品饮料I,801124,食品加工II,851244,食品综合III,C13,农副食品加工业
000650.XSHE,HY006,医疗保健指数,HY572,中药指数,801150,医药生物I,801155,中药II,851521,中药III,C27,医药制造业
000651.XSHE,HY004,可选消费指数,HY449,家用电器指数,801110,家用电器I,801111,白色家电II,851112,空调III,C38,电气机械和器材制造业
000652.XSHE,HY003,工业指数,HY428,贸易公司与工业品经销商指数,801230,综合I,801231,综合II,852311,综合III,F51,批发业
000655.XSHE,HY002,材料指数,HY414,金属非金属指数,801020,采掘I,801022,其他采掘II,850231,其他采掘III,B08,黑色金属矿采选业
000656.XSHE,HY011,房地产指数,HY509,房地产开发指数,801180,房地产I,801181,房地产开发II,851811,房地产开发III,K70,房地产业
000657.XSHE,HY002,材料指数,HY414,金属非金属指数,801050,有色金属I,801054,稀有金属II,850542,钨III,C32,有色金属冶炼和压延加工业
000659.XSHE,HY002,材料指数,HY411,金属与玻璃容器指数,801140,轻工制造I,801141,包装印刷II,851421,包装印刷III,C29,橡胶和塑料制品业
000661.XSHE,HY006,医疗保健指数,HY491,生物科技指数,801150,医药生物I,801152,生物制品II,851531,生物制品III,C27,医药制造业
000662.XSHE,HY008,信息技术指数,HY511,信息科技咨询与其它服务指数,801750,计算机I,801222,计算机应用II,852226,IT服务III,I65,软件和信息技术服务业
000663.XSHE,HY004,可选消费指数,HY447,家庭装饰品指数,801140,轻工制造I,801142,家用轻工II,851432,家具III,C21,家具制造业
000665.XSHE,HY004,可选消费指数,HY461,有线和卫星电视指数,801760,传媒I,801761,文化传媒II,852224,有线电视网络III,R86,广播、电视、电影和影视录音制作业
000666.XSHE,HY003,工业指数,HY425,综合类行业指数,801790,非银金融I,801191,多元金融II,851921,多元金融III,J67,资本市场服务
000667.XSHE,HY011,房地产指数,HY509,房地产开发指数,801180,房地产I,801181,房地产开发II,851811,房地产开发III,K70,房地产业
000668.XSHE,HY011,房地产指数,HY509,房地产开发指数,801180,房地产I,801181,房地产开发II,851811,房地产开发III,K70,房地产业
000669.XSHE,HY010,公用事业指数,HY529,燃气指数,801160,公用事业I,801163,燃气II,851631,燃气III,D45,燃气生产和供应业
000670.XSHE,HY008,信息技术指数,HY524,半导体产品指数,801080,电子I,801081,半导体II,850811,集成电路III,C39,计算机、通信和其他电子设备制造业
000671.XSHE,HY011,房地产指数,HY509,房地产开发指数,801180,房地产I,801181,房地产开发II,851811,房地产开发III,K70,房地产业
000672.XSHE,HY002,材料指数,HY410,建材指数,801710,建筑材料I,801711,水泥制造II,850612,水泥制造III,C30,非金属矿物制品业
000673.XSHE,HY004,可选消费指数,HY462,电影与娱乐指数,801760,传媒I,801761,文化传媒II,852242,影视动漫III,R87,文化艺术业
000676.XSHE,HY008,信息技术指数,HY510,互联网软件与服务指数,801760,传媒I,801752,互联网传媒II,852222,移动互联网服务III,I64,互联网和相关服务
000677.XSHE,HY002,材料指数,HY570,化纤指数,801030,化工I,801032,化学纤维II,850341,涤纶III,C28,化学纤维制造业
000678.XSHE,HY004,可选消费指数,HY442,机动车零配件与设备指数,801880,汽车I,801093,汽车零部件II,850921,汽车零部件III,C34,通用设备制造业
000679.XSHE,HY004,可选消费指数,HY467,百货商店指数,801180,房地产I,801181,房地产开发II,851811,房地产开发III,F52,零售业
000680.XSHE,HY003,工业指数,HY426,建筑机械与重型卡车指数,801890,机械设备I,801074,专用设备II,850722,工程机械III,C35,专用设备制造业
000681.XSHE,HY004,可选消费指数,HY462,电影与娱乐指数,801760,传媒I,801752,互联网传媒II,852221,互联网信息服务III,R87,文化艺术业
000682.XSHE,HY003,工业指数,HY423,电气部件与设备指数,801730,电气设备I,801732,电气自动化设备II,857321,电网自动化III,I65,软件和信息技术服务业
000683.XSHE,HY002,材料指数,HY405,基础化工指数,801030,化工I,801033,化学原料II,850321,纯碱III,C26,化学原料和化学制品制造业
000685.XSHE,HY010,公用事业指数,HY531,水务指数,801160,公用事业I,801164,水务II,851621,水务III,D46,水的生产和供应业
000686.XSHE,HY007,金融指数,HY501,投资银行业与经纪业指数,801790,非银金融I,801193,证券II,851931,证券III,J67,资本市场服务
000687.XSHE,HY003,工业指数,HY420,航天航空与国防指数,801740,国防军工I,801742,航空装备II,857421,航空装备III,C39,计算机、通信和其他电子设备制造业
000688.XSHE,HY002,材料指数,HY414,金属非金属指数,801050,有色金属I,801055,工业金属II,850553,铅锌III,B09,有色金属矿采选业
000690.XSHE,HY010,公用事业指数,HY528,电力指数,801160,公用事业I,801161,电力II,851615,新能源发电III,D44,电力、热力生产和供应业
000691.XSHE,HY011,房地产指数,HY509,房地产开发指数,801180,房地产I,801181,房地产开发II,851811,房地产开发III,C26,化学原料和化学制品制造业
000692.XSHE,HY010,公用事业指数,HY530,复合型公用事业指数,801160,公用事业I,801161,电力II,851614,热电III,D44,电力、热力生产和供应业
000693.XSHE,,,,,,,,,,,B09,有色金属矿采选业
000695.XSHE,HY003,工业指数,HY429,商业印刷指数,801140,轻工制造I,801141,包装印刷II,851421,包装印刷III,C23,印刷和记录媒介复制业
000697.XSHE,HY003,工业指数,HY420,航天航空与国防指数,801740,国防军工I,801742,航空装备II,857421,航空装备III,C37,铁路、船舶、航空航天和其他运输设备制造业
000698.XSHE,HY002,材料指数,HY405,基础化工指数,801030,化工I,801035,石油化工II,850311,石油加工III,C25,石油加工、炼焦和核燃料加工业
000699.XSHE,,,,,,,,,,,C22,造纸和纸制品业
000700.XSHE,HY004,可选消费指数,HY442,机动车零配件与设备指数,801880,汽车I,801093,汽车零部件II,850921,汽车零部件III,C36,汽车制造业
000701.XSHE,HY003,工业指数,HY428,贸易公司与工业品经销商指数,801080,电子I,801083,元件II,850823,被动元件III,F51,批发业
000702.XSHE,HY005,日常消费指数,HY480,农产品指数,801010,农林牧渔I,801014,饲料II,850141,饲料III,C13,农副食品加工业
000703.XSHE,HY002,材料指数,HY570,化纤指数,801030,化工I,801032,化学纤维II,850341,涤纶III,C28,化学纤维制造业
000705.XSHE,HY006,医疗保健指数,HY487,保健护理产品经销商指数,801150,医药生物I,801154,医药商业II,851541,医药商业III,F51,批发业
000707.XSHE,HY002,材料指数,HY405,基础化工指数,801030,化工I,801033,化学原料II,850321,纯碱III,C26,化学原料和化学制品制造业
000708.XSHE,HY002,材料指数,HY417,钢铁指数,801040,钢铁I,801041,钢铁II,850412,特钢III,C31,黑色金属冶炼和压延加工业
000709.XSHE,HY002,材料指数,HY417,钢铁指数,801040,钢铁I,801041,钢铁II,850411,普钢III,C31,黑色金属冶炼和压延加工业
000710.XSHE,HY006,医疗保健指数,HY491,生物科技指数,801150,医药生物I,801153,医疗器械II,851551,医疗器械III,M74,专业技术服务业
000711.XSHE,HY003,工业指数,HY591,调查和咨询服务指数,801160,公用事业I,801162,环保工程及服务II,851641,环保工程及服务III,E48,土木工程建筑业
000712.XSHE,HY007,金融指数,HY501,投资银行业与经纪业指数,801790,非银金融I,801193,证券II,851931,证券III,J67,资本市场服务
000713.XSHE,HY005,日常消费指数,HY480,农产品指数,801010,农林牧渔I,801016,种植业II,850111,种子生产III,A05,农、林、牧、渔服务业
000715.XSHE,HY004,可选消费指数,HY467,百货商店指数,801200,商业贸易I,801203,一般零售II,852031,百货III,F52,零售业
000716.XSHE,HY005,日常消费指数,HY481,食品加工与肉类指数,801120,食品饮料I,801124,食品加工II,851244,食品综合III,C14,食品制造业
000717.XSHE,HY002,材料指数,HY417,钢铁指数,801040,钢铁I,801041,钢铁II,850411,普钢III,C31,黑色金属冶炼和压延加工业
000718.XSHE,HY011,房地产指数,HY509,房地产开发指数,801180,房地产I,801181,房地产开发II,851811,房地产开发III,K70,房地产业
000719.XSHE,HY004,可选消费指数,HY463,出版指数,801760,传媒I,801761,文化传媒II,852241,平面媒体III,R85,新闻和出版业
000720.XSHE,HY010,公用事业指数,HY528,电力指数,801160,公用事业I,801161,电力II,851611,火电III,K70,房地产业
000721.XSHE,HY004,可选消费指数,HY459,餐馆指数,801210,休闲服务I,801211,餐饮II,852141,餐饮III,H62,餐饮业
000722.XSHE,HY010,公用事业指数,HY601,新能源发电业者指数,801160,公用事业I,801161,电力II,851612,水电III,D44,电力、热力生产和供应业
000723.XSHE,HY001,能源指数,HY571,煤炭与消费用燃料指数,801020,采掘I,801021,煤炭开采II,850222,焦炭加工III,C25,石油加工、炼焦和核燃料加工业
000725.XSHE,HY008,信息技术指数,HY519,电子元件指数,801080,电子I,801084,光学光电子II,850831,显示器件III,C39,计算机、通信和其他电子设备制造业
000726.XSHE,HY004,可选消费指数,HY455,纺织品指数,801130,纺织服装I,801131,纺织制造II,851312,棉纺III,C17,纺织业
000727.XSHE,HY008,信息技术指数,HY519,电子元件指数,801080,电子I,801084,光学光电子II,850831,显示器件III,C39,计算机、通信和其他电子设备制造业
000728.XSHE,HY007,金融指数,HY501,投资银行业与经纪业指数,801790,非银金融I,801193,证券II,851931,证券III,J67,资本市场服务
000729.XSHE,HY005,日常消费指数,HY477,啤酒指数,801120,食品饮料I,801123,饮料制造II,851232,啤酒III,C15,酒、饮料和精制茶制造业
000731.XSHE,HY002,材料指数,HY407,化肥与农用化工指数,801030,化工I,801034,化学制品II,850331,氮肥III,C26,化学原料和化学制品制造业
000732.XSHE,HY011,房地产指数,HY509,房地产开发指数,801180,房地产I,801181,房地产开发II,851811,房地产开发III,K70,房地产业
000733.XSHE,HY008,信息技术指数,HY519,电子元件指数,801080,电子I,801083,元件II,850823,被动元件III,C39,计算机、通信和其他电子设备制造业
000735.XSHE,HY005,日常消费指数,HY481,食品加工与肉类指数,801010,农林牧渔I,801017,畜禽养殖II,850171,畜禽养殖III,A03,畜牧业
000736.XSHE,HY011,房地产指数,HY509,房地产开发指数,801180,房地产I,801181,房地产开发II,851811,房地产开发III,K70,房地产业
000737.XSHE,HY002,材料指数,HY405,基础化工指数,801030,化工I,801034,化学制品II,850339,其他化学制品III,C26,化学原料和化学制品制造业
000738.XSHE,HY003,工业指数,HY420,航天航空与国防指数,801740,国防军工I,801742,航空装备II,857421,航空装备III,C37,铁路、船舶、航空航天和其他运输设备制造业
000739.XSHE,HY006,医疗保健指数,HY492,西药指数,801150,医药生物I,801151,化学制药II,851511,化学原料药III,C27,医药制造业
000748.XSHE,,,,,,,,,,,C39,计算机、通信和其他电子设备制造业
000750.XSHE,HY007,金融指数,HY501,投资银行业与经纪业指数,801790,非银金融I,801193,证券II,851931,证券III,J67,资本市场服务
000751.XSHE,HY002,材料指数,HY414,金属非金属指数,801050,有色金属I,801055,工业金属II,850553,铅锌III,C32,有色金属冶炼和压延加工业
000752.XSHE,HY005,日常消费指数,HY477,啤酒指数,801120,食品饮料I,801123,饮料制造II,851232,啤酒III,C15,酒、饮料和精制茶制造业
